,日期,身分,多方交易口數,多方契約金額,空方交易口數,空方契約金額,多空淨額口數,多空淨額契約金額,未平倉多方交易口數,未平倉多方契約金額,未平倉空方交易口數,未平倉空方契約金額,未平倉多空淨額口數,未平倉多空淨額契約金額
1351,2017-08-01,投信,759,1575630,127,263440,632,1312190,2318,4806108,33186,68807285,-30868,-64001177
1352,2017-08-01,外資,37328,77575543,38956,80964542,-1628,-3388999,59503,123220938,23853,49378056,35650,73842882
1353,2017-08-02,自營商,20867,43580714,20500,42818034,367,762680,10579,22072065,8757,18218743,1822,3853322
1354,2017-08-02,投信,616,1286934,87,181527,529,1105407,2514,5255734,32853,68681625,-30339,-63425891
1355,2017-08-02,外資,38962,81377026,33884,70774100,5078,10602926,63990,133617706,23316,48663653,40674,84954053
1356,2017-08-03,自營商,22315,46312517,20280,42096918,2035,4215599,13164,27358068,9211,19077544,3953,8280524
1357,2017-08-03,投信,235,488494,903,1851048,-668,-1362554,2143,4460406,33150,68997689,-31007,-64537283
1358,2017-08-03,外資,47920,99605058,50196,104347304,-2276,-4742245,62792,130528089,24533,50978947,38259,79549142
1359,2017-08-04,自營商,10488,21874250,8926,18612354,1562,3261896,14271,29752930,8751,18174061,5520,11578869
1360,2017-08-04,投信,76,158642,2,4180,74,154462,2151,4490822,33084,69072012,-30933,-64581190
1361,2017-08-04,外資,27692,57743907,26533,55325614,1159,2418293,64334,134140014,24857,51807409,39477,82332605
1362,2017-08-07,自營商,15156,31860930,15170,31896876,-14,-35946,14425,30331835,8899,18638323,5526,11693512
1363,2017-08-07,投信,671,1412051,11,23135,660,1388916,2222,4679493,32495,68433643,-30273,-63754150
1364,2017-08-07,外資,29139,61263239,27883,58619098,1256,2644141,66237,139295739,25513,53631396,40724,85664343
1365,2017-08-08,自營商,18169,38254586,16283,34270883,1886,3983702,16278,34219308,8870,18565996,7408,15653312
1366,2017-08-08,投信,103,216891,101,212737,2,4154,2242,4719371,32513,68439038,-30271,-63719667
1367,2017-08-08,外資,35230,74160071,37290,78505412,-2060,-4345341,64823,136247684,26015,54663340,38808,81584344
1368,2017-08-09,自營商,24115,50457858,25815,54001811,-1700,-3543953,15472,32311317,9778,20336093,5694,11975224
1369,2017-08-09,投信,202,421150,546,1140670,-344,-719519,2390,4996195,33005,69012012,-30615,-64015817
1370,2017-08-09,外資,41913,87737309,43115,90248787,-1202,-2511478,63906,133423165,26235,54758225,37671,78664940
1371,2017-08-10,自營商,27545,57118041,29920,62103190,-2375,-4985149,14067,29019937,10753,22109345,3314,6910592
1372,2017-08-10,投信,2065,4276976,3126,6456967,-1061,-2179991,2297,4744340,33973,70171240,-31676,-65426900
1373,2017-08-10,外資,56167,116553394,62045,128765441,-5878,-12212047,59581,122903942,27699,57138895,31882,65765047
1374,2017-08-11,自營商,22726,46735338,23938,49224181,-1212,-2488842,13627,28023980,11506,23588241,2121,4435739
1375,2017-08-11,投信,5134,10575034,5294,10863287,-160,-288253,2206,4543417,34042,70075144,-31836,-65531727
1376,2017-08-11,外資,56699,116605850,54701,112557919,1998,4047931,63233,130031291,29115,59891263,34118,70140028
1377,2017-08-14,自營商,27055,55574109,28623,58818320,-1568,-3244210,15487,31576227,14581,29690459,906,1885768
1378,2017-08-14,投信,19333,39745688,20223,41385511,-890,-1639823,2179,4448490,34905,71131489,-32726,-66682999
1379,2017-08-14,外資,86756,178235787,84781,174325565,1975,3910222,57777,117761585,21542,43951865,36235,73809720
1380,2017-08-15,自營商,30584,62900730,26228,53926720,4356,8974010,15758,32358675,11176,22882165,4582,9476510
1381,2017-08-15,投信,9074,18673584,8965,18374811,109,298773,2236,4586770,34853,71451979,-32617,-66865209
1382,2017-08-15,外資,75052,154220072,77476,159321209,-2424,-5101137,61295,125662183,27565,56598445,33730,69063738
1383,2017-08-16,自營商,40690,83487764,36341,74543259,4349,8944506,10733,21929536,9291,18930469,1442,2999067
1384,2017-08-16,投信,502,1029055,533,1090863,-31,-61808,2277,4655554,34923,71403566,-32646,-66748012
1385,2017-08-16,外資,54180,111082621,57203,117281162,-3023,-6198542,55683,113774071,20995,42914766,34688,70859305
1386,2017-08-17,自營商,17268,35536721,18101,37258550,-833,-1721829,11157,22954931,10540,21630790,617,1324141
1387,2017-08-17,投信,672,1384422,39,80405,633,1304016,2364,4867949,34377,70789118,-32013,-65921169
1388,2017-08-17,外資,39358,81006172,34566,71134338,4792,9871835,59468,122376332,20108,41393941,39360,80982391
1389,2017-08-18,自營商,20366,41707662,19592,40125336,774,1582326,11521,23613417,10126,20696796,1395,2916621
1390,2017-08-18,投信,249,509706,134,274376,115,235330,2376,4874126,34274,70309684,-31898,-65435558
1391,2017-08-18,外資,46136,94516085,45702,93616730,434,899355,58669,120270407,18919,38797322,39750,81473085
1392,2017-08-21,自營商,15899,32596472,14579,29885993,1320,2710479,12731,26119663,10012,20480783,2719,5638880
1393,2017-08-21,投信,87,178692,52,106574,35,72119,2379,4885990,34242,70326220,-31863,-65440230
1394,2017-08-21,外資,41673,85443522,40641,83317834,1032,2125687,59391,121886377,18613,38208306,40778,83678071
1395,2017-08-22,自營商,16397,33920247,19544,40434260,-3147,-6514013,12313,25451199,12845,26496586,-532,-1045387
1396,2017-08-22,投信,590,1220180,52,107638,538,1112542,2482,5137244,33807,69973729,-31325,-64836485
1397,2017-08-22,外資,39926,82570217,36271,75013888,3655,7556330,62676,129624476,18269,37785943,44407,91838533
1398,2017-08-23,自營商,22251,46182299,22150,45963968,101,218331,10887,22520047,11318,23357083,-431,-837036
1399,2017-08-23,投信,341,708875,172,356736,169,352139,2466,5109059,33622,69657968,-31156,-64548909
1400,2017-08-23,外資,40446,83944844,43084,89430509,-2638,-5485665,61605,127527031,19867,41130798,41738,86396233
1401,2017-08-24,自營商,16216,33812810,18559,38703237,-2343,-4890427,11100,23152272,13845,28832106,-2745,-5679834
1402,2017-08-24,投信,780,1629568,34,71055,746,1558513,2520,5265288,32930,68803850,-30410,-63538562
1403,2017-08-24,外資,44201,92136261,34422,71769181,9779,20367079,70642,147486002,19000,39667571,51642,107818431
1404,2017-08-25,自營商,16939,35461629,15366,32167359,1573,3294271,11694,24484038,12839,26827123,-1145,-2343085
1405,2017-08-25,投信,445,933042,133,277882,312,655160,2592,5436461,32690,68563806,-30098,-63127345
1406,2017-08-25,外資,38297,80167864,39294,82261483,-997,-2093619,70180,147075885,19524,40917676,50656,106158209
1407,2017-08-28,自營商,14741,30913213,15003,31458850,-262,-545637,11623,24339652,13016,27202206,-1393,-2862554
1408,2017-08-28,投信,198,415020,1270,2664311,-1072,-2249291,2716,5697625,33886,71085859,-31170,-65388234
1409,2017-08-28,外資,38305,80338427,36548,76649528,1757,3688899,72231,151405307,19842,41593074,52389,109812233
1410,2017-08-29,自營商,17229,36014756,18542,38754081,-1313,-2739325,11088,23161161,13745,28663762,-2657,-5502601
1411,2017-08-29,投信,28,58598,192,400737,-164,-342139,2566,5370125,33900,70945744,-31334,-65575619
1412,2017-08-29,外資,41065,85861250,42085,87985156,-1020,-2123906,70260,146925669,18826,39368527,51434,107557142
1413,2017-08-30,自營商,21279,44751306,22814,47979450,-1535,-3228144,12003,25232584,16181,33974695,-4178,-8742111
1414,2017-08-30,投信,198,416405,718,1511891,-520,-1095486,2648,5576688,34502,72661044,-31854,-67084356
1415,2017-08-30,外資,51083,107427774,47669,100243498,3414,7184276,75333,158533745,20438,43012012,54895,115521733
1416,2017-08-31,自營商,15771,33285657,15188,32050436,583,1235221,11507,24231485,15068,31686802,-3561,-7455317
1417,2017-08-31,投信,65,137338,305,643265,-240,-505927,2616,5519760,34710,73237704,-32094,-67717944
1418,2017-08-31,外資,39858,84118271,40488,85446289,-630,-1328018,75851,159924668,21532,45400889,54319,114523779
1419,2017-09-01,自營商,14770,31233864,15119,31971200,-349,-737336,12381,26138044,16380,34540090,-3999,-8402046
1420,2017-09-01,投信,109,230708,82,173236,27,57472,2606,5511169,34673,73325966,-32067,-67814797
1421,2017-09-01,外資,34493,72942760,31059,65684730,3434,7258031,79164,167301682,21454,45343478,57710,121958204
1422,2017-09-04,自營商,13140,27749446,13634,28786060,-494,-1036613,11779,24817733,16341,34392958,-4562,-9575225
1423,2017-09-04,投信,64,135296,120,253086,-56,-117790,2521,5320318,34644,73112222,-32123,-67791904
1424,2017-09-04,外資,31881,67340407,30021,63412293,1860,3928114,80494,169768332,20929,44145201,59565,125623131
1425,2017-09-05,自營商,19222,40596181,17908,37811434,1314,2784747,11861,25062542,15136,31936842,-3275,-6874300
1426,2017-09-05,投信,57,120615,1635,3458663,-1578,-3338048,2536,5367190,36237,76691483,-33701,-71324293
1427,2017-09-05,外資,35929,75864427,37482,79141682,-1553,-3277255,79385,167898259,21349,45160387,58036,122737872
1428,2017-09-06,自營商,26829,56494554,28253,59489605,-1424,-2995051,11618,24403782,16300,34192268,-4682,-9788486
1429,2017-09-06,投信,28,58917,1348,2835788,-1320,-2776871,2378,5003312,37399,78686992,-35021,-73683680
1430,2017-09-06,外資,50067,105468907,51122,107683242,-1055,-2214335,77996,163986388,20952,44058287,57044,119928101
1431,2017-09-07,自營商,19166,40332494,20567,43274154,-1401,-2941660,11262,23590300,17376,36358239,-6114,-12767939
1432,2017-09-07,投信,56,117600,1315,2761295,-1259,-2643695,2279,4781798,38559,80903990,-36280,-76122192
1433,2017-09-07,外資,46177,97201866,45650,96108147,527,1093720,80185,168130533,22611,47418084,57574,120712449
1434,2017-09-08,自營商,22326,47052135,22170,46718316,156,333819,11019,23200871,17306,36410333,-6287,-13209462
1435,2017-09-08,投信,330,696337,2559,5400823,-2229,-4704487,2464,5199436,40973,86460609,-38509,-81261173
1436,2017-09-08,外資,49184,103655566,41094,86599991,8090,17055574,87193,183868471,21482,45300966,65711,138567505
1437,2017-09-11,自營商,25873,54724862,23439,49568932,2434,5155930,12210,25744403,16041,33776547,-3831,-8032144
1438,2017-09-11,投信,348,736631,724,1527991,-376,-791361,2507,5296191,41391,87440985,-38884,-82144794
1439,2017-09-11,外資,48420,102382212,54402,115043423,-5982,-12661211,82091,173296455,22370,47227693,59721,126068762
1440,2017-09-12,自營商,14763,31255427,14501,30698549,262,556879,12790,27034075,16363,34538200,-3573,-7504125
1441,2017-09-12,投信,47,99547,180,380973,-133,-281426,2370,5019085,41387,87647640,-39017,-82628555
1442,2017-09-12,外資,38161,80791111,36538,77363422,1623,3427689,83003,175648133,21620,45753695,61383,129894438
1443,2017-09-13,自營商,22967,48430300,23132,48792352,-165,-362051,13085,27477181,16835,35308084,-3750,-7830903
1444,2017-09-13,投信,1526,3215564,2733,5751855,-1207,-2536291,2006,4220915,42230,88851252,-40224,-84630337
1445,2017-09-13,外資,44998,94944070,48970,103315672,-3972,-8371602,83285,175103964,25930,54520491,57355,120583473
1446,2017-09-14,自營商,15367,32329633,14854,31245339,513,1084295,13734,28858236,16977,35631392,-3243,-6773156
1447,2017-09-14,投信,4086,8605758,4264,8958598,-178,-352841,1959,4125147,42361,89173607,-40402,-85048460
1448,2017-09-14,外資,45546,95816361,43789,92141715,1757,3674646,84169,177072923,25030,52662901,59139,124410022
1449,2017-09-15,自營商,19697,41478873,20161,42445639,-464,-966766,12554,26466105,16304,34330185,-3750,-7864080
1450,2017-09-15,投信,6524,13745643,6495,13651938,29,93705,1980,4183762,42351,89436461,-40371,-85252699
1451,2017-09-15,外資,56678,119287816,53325,112271774,3353,7016042,86300,182150396,23723,50081777,62577,132068619
1452,2017-09-18,自營商,27437,58246031,27426,58225994,11,20037,14670,31136275,18346,38899469,-3676,-7763194
1453,2017-09-18,投信,23421,49771530,22462,47639404,959,2132126,2202,4680620,41614,88383706,-39412,-83703086
1454,2017-09-18,外資,67175,142546505,64665,137319340,2510,5227165,95868,203612127,30677,65193088,65191,138419039
1455,2017-09-19,自營商,32123,68177772,27419,58159321,4704,10018451,18699,39498254,17664,37228105,1035,2270149
1456,2017-09-19,投信,8174,17324113,8726,18462993,-552,-1138881,1992,4206357,41956,88571122,-39964,-84364765
1457,2017-09-19,外資,77056,163471405,88888,188639980,-11832,-25168574,92326,194900606,38893,82170966,53433,112729640
1458,2017-09-20,自營商,38593,81234997,41228,86772761,-2635,-5537765,8848,18578533,16156,33888286,-7308,-15309753
1459,2017-09-20,投信,711,1497711,1811,3811403,-1100,-2313692,1720,3616095,42784,89948884,-41064,-86332789
1460,2017-09-20,外資,63562,133781073,62253,131032565,1309,2748508,75581,158809582,21296,44754664,54285,114054918
1461,2017-09-21,自營商,19361,40800144,18360,38697217,1001,2102928,10092,21315750,16428,34662110,-6336,-13346360
1462,2017-09-21,投信,711,1502907,33,69680,678,1433227,1751,3702633,42137,89102708,-40386,-85400075
1463,2017-09-21,外資,49074,103433323,45352,95548845,3722,7884478,78514,165935327,20372,43060972,58142,122874355
1464,2017-09-22,自營商,24161,50612071,25705,53897092,-1544,-3285021,10268,21396815,18169,37826301,-7901,-16429486
1465,2017-09-22,投信,422,890668,1053,2199571,-631,-1308904,1836,3830599,42853,89408313,-41017,-85577714
1466,2017-09-22,外資,48924,102589847,56158,117765072,-7234,-15175225,75040,156474404,24375,50837916,50665,105636488
1467,2017-09-25,自營商,26767,55450969,27152,56251704,-385,-800735,10142,20928957,18438,38017559,-8296,-17088602
1468,2017-09-25,投信,180,373971,1357,2812583,-1177,-2438612,1735,3585174,43929,90774706,-42194,-87189532
1469,2017-09-25,外資,59934,124227939,61914,128330940,-1980,-4103001,74423,153700433,25849,53394391,48574,100306042
1470,2017-09-26,自營商,27798,57316457,28600,58982216,-802,-1665759,10705,21937833,19812,40578542,-9107,-18640709
1471,2017-09-26,投信,324,665982,805,1656987,-481,-991005,1698,3485282,44373,91079822,-42675,-87594540
1472,2017-09-26,外資,58709,121141513,58557,120842686,152,298827,74922,153697915,26351,54063669,48571,99634246
1473,2017-09-27,自營商,24932,51443918,23248,47967661,1684,3476257,9726,20050695,17168,35361355,-7442,-15310660
1474,2017-09-27,投信,2293,4735765,85,175476,2208,4560289,1685,3478816,42152,87026809,-40467,-83547993
1475,2017-09-27,外資,41996,86649385,42223,87123202,-227,-473817,72931,150480316,24512,50581733,48419,99898583
1476,2017-09-28,自營商,20524,42313576,20659,42589664,-135,-276088,10167,20922717,17734,36463001,-7567,-15540284
1477,2017-09-28,投信,2231,4599263,167,344009,2064,4255254,1775,3658242,40178,82806660,-38403,-79148418
1478,2017-09-28,外資,57495,118529765,61772,127362614,-4277,-8832849,71875,148038331,27703,57068182,44172,90970149
1479,2017-09-29,自營商,18973,39083055,19617,40402193,-644,-1319138,9543,19657581,17767,36571020,-8224,-16913439
1480,2017-09-29,投信,188,387884,378,777926,-190,-390042,1789,3691744,40382,83332079,-38593,-79640335
1481,2017-09-29,外資,38526,79349453,37050,76314287,1476,3035166,72962,150460333,27331,56370188,45631,94090145
1482,2017-09-30,自營商,10945,22703004,9774,20279570,1171,2423434,10426,21607529,17442,36122669,-7016,-14515140
1483,2017-09-30,投信,1257,2609230,30,62264,1227,2546966,1991,4132899,39357,81697075,-37366,-77564176
1484,2017-09-30,外資,5468,11331109,5138,10650532,330,680577,73001,151439882,27039,56100240,45962,95339642
1485,2017-10-02,自營商,22092,46072049,22006,45916469,86,155580,11532,24050464,18411,38391533,-6879,-14341069
1486,2017-10-02,投信,2040,4263355,5,10452,2035,4252903,2024,4230140,37355,78071746,-35331,-73841606
1487,2017-10-02,外資,33964,70865491,29950,62485533,4014,8379958,73744,154036539,23690,49484961,50054,104551578
1488,2017-10-03,自營商,19969,41748156,16674,34857748,3295,6890408,13506,28206610,17090,35674126,-3584,-7467516
1489,2017-10-03,投信,1204,2519459,145,303074,1059,2216385,1967,4116124,36239,75833527,-34272,-71717403
1490,2017-10-03,外資,34055,71200835,35767,74783240,-1712,-3582404,72490,151606808,24109,50421579,48381,101185229
1491,2017-10-05,自營商,20115,42205667,21953,46055554,-1838,-3849887,10878,22811997,16199,33961898,-5321,-11149901
1492,2017-10-05,投信,1034,2172792,290,608439,744,1564353,2035,4275511,35563,74716904,-33528,-70441393
1493,2017-10-05,外資,35963,75458108,31309,65700138,4654,9757970,77126,161955298,23975,50341024,53151,111614274
1494,2017-10-06,自營商,13653,28718373,12678,26663854,975,2054518,11356,23857083,15686,32940943,-4330,-9083860
1495,2017-10-06,投信,136,286185,99,208079,37,78106,2141,4505926,35632,74990018,-33491,-70484092
1496,2017-10-06,外資,30245,63618719,30451,64058099,-206,-439380,75510,158834316,22567,47464736,52943,111369580
1497,2017-10-11,自營商,35114,74508184,34797,73840083,317,668101,10202,21651805,14230,30198628,-4028,-8546823
1498,2017-10-11,投信,943,2003959,84,178194,859,1825765,2173,4620638,34805,74008109,-32632,-69387471
1499,2017-10-11,外資,62448,132533902,56824,120585638,5624,11948264,82681,175721295,24114,51242288,58567,124479007
1500,2017-10-12,自營商,20851,44492648,18981,40516480,1870,3976168,10759,22967338,13341,28483866,-2582,-5516528
1501,2017-10-12,投信,4110,8782615,3631,7745614,479,1037001,2131,4559019,34284,73335376,-32153,-68776357
1502,2017-10-12,外資,35446,75643372,34643,73946169,803,1697204,84662,181027174,25292,54075792,59370,126951382
1503,2017-10-13,自營商,14636,31285560,12658,27051985,1978,4233574,11991,25635507,12828,27422814,-837,-1787307
1504,2017-10-13,投信,5615,11997073,5670,12098897,-55,-101824,2056,4403914,34264,73368812,-32208,-68964898
1505,2017-10-13,外資,31673,67668290,33192,70937631,-1519,-3269341,86903,186038779,29067,62228432,57836,123810347
1506,2017-10-16,自營商,23786,51060722,24068,51670102,-282,-609380,12840,27567428,13832,29694937,-992,-2127509
